CITY,REGION,STATE,ZIP-CODE,SEGMENT,SHIPMENT-MODE,ITEMS,SUB-ITEMS,QUANTITY,DISCOUNT,SALES,PROFIT
Glendale,West,AZ,85301,Consumer,Same Day,Office Supplies,Storage,5,0.3,43.376,5.323
Columbus,South,GA,31907,Corporate,Second Class,Office Supplies,Binders,3,0.1,4.16,2.8302
Oklahoma City,Central,OK,73120,Consumer,Standard Class,Technology,Phones,5,0.1,480.36,135.4142
Brentwood,West,CA,94513,Corporate,Second Class,Office Supplies,Appliances,7,0.1,321.28,94.0806
Brentwood,West,CA,94513,Corporate,Second Class,Furniture,Furnishings,4,0.1,24.28,11.5326
Brentwood,West,CA,94513,Corporate,Second Class,Office Supplies,Paper,5,0.1,27.16,13.335
Columbus,East,OH,43229,Consumer,First Class,Technology,Copiers,5,0.5,1440.376,193.0222
Springfield,Central,MO,65807,Consumer,Standard Class,Office Supplies,Binders,4,0.1,17.62,8.9466
Springfield,Central,MO,65807,Consumer,Standard Class,Furniture,Tables,8,0.1,1024.78,216.1452
Springfield,Central,MO,65807,Consumer,Standard Class,Office Supplies,Envelopes,4,0.1,26.62,13.3488
Springfield,Central,MO,65807,Consumer,Standard Class,Office Supplies,Paper,4,0.1,17.74,9.522
Philadelphia,East,PA,19134,Consumer,Standard Class,Office Supplies,Binders,5,0.8,5.356,-2.7742
Springfield,West,OR,97477,Home Office,Standard Class,Office Supplies,Labels,7,0.3,71.44,27.6654
Springfield,West,OR,97477,Home Office,Standard Class,Office Supplies,Art,3,0.3,5.744,1.7602
Springfield,West,OR,97477,Home Office,Standard Class,Office Supplies,Fasteners,4,0.3,11.704,-1.0941
Houston,Central,TX,77036,Consumer,Second Class,Office Supplies,Appliances,6,0.9,295.02,-764.9866
Houston,Central,TX,77036,Consumer,Second Class,Furniture,Furnishings,5,0.7,9.152,-2.6942
Chesapeake,South,VA,23320,Corporate,First Class,Office Supplies,Labels,5,0.1,15.4,8.2254
Chesapeake,South,VA,23320,Corporate,First Class,Technology,Phones,2,0.1,162.01,43.044
Chesapeake,South,VA,23320,Corporate,First Class,Technology,Phones,6,0.1,145.35,43.0609
Pasadena,West,CA,91104,Consumer,Standard Class,Technology,Accessories,6,0.1,200.35,23.0199
Pasadena,West,CA,91104,Consumer,Standard Class,Office Supplies,Art,8,0.1,42.26,15.2578
Louisville,South,KY,40214,Consumer,Second Class,Office Supplies,Storage,4,0.1,96.34,10.6194
Louisville,South,KY,40214,Consumer,Second Class,Furniture,Chairs,6,0.1,304.85,77.1379
Lubbock,Central,TX,79424,Home Office,Standard Class,Office Supplies,Binders,4,0.9,11.764,-16.0206
Columbia,Central,MO,65203,Corporate,Standard Class,Office Supplies,Art,8,0.1,30.08,12.6006
Columbia,Central,MO,65203,Corporate,Standard Class,Technology,Accessories,8,0.1,47.93,17.1856
Chicago,Central,IL,60623,Consumer,First Class,Furniture,Bookcases,3,0.4,183.772,-35.649
Johnson City,South,TN,37604,Consumer,Standard Class,Office Supplies,Art,4,0.3,4.624,1.5006
Johnson City,South,TN,37604,Consumer,Standard Class,Office Supplies,Appliances,3,0.3,333.456,30.1678
Johnson City,South,TN,37604,Consumer,Standard Class,Office Supplies,Paper,5,0.3,25.296,8.8054
Houston,Central,TX,77041,Consumer,Same Day,Technology,Accessories,3,0.3,160.384,37.0218
Houston,Central,TX,77041,Consumer,Same Day,Office Supplies,Storage,4,0.3,46.744,5.6598
Auburn,South,AL,36830,Consumer,Standard Class,Furniture,Chairs,2,0.1,351.38,85.2606
Auburn,South,AL,36830,Consumer,Standard Class,Office Supplies,Paper,3,0.1,13.48,7.0422
Auburn,South,AL,36830,Consumer,Standard Class,Office Supplies,Storage,5,0.1,900.48,118.0358
San Bernardino,West,CA,92404,Consumer,Standard Class,Office Supplies,Binders,3,0.3,17.968,7.3938
San Bernardino,West,CA,92404,Consumer,Standard Class,Office Supplies,Labels,3,0.1,15.02,7.8968
San Bernardino,West,CA,92404,Consumer,Standard Class,Office Supplies,Supplies,5,0.1,33.76,9.699
San Bernardino,West,CA,92404,Consumer,Standard Class,Office Supplies,Paper,7,0.1,40.54,20.694
Providence,East,RI,2908,Home Office,First Class,Office Supplies,Storage,10,0.1,1606.63,482.8944
Providence,East,RI,2908,Home Office,First Class,Office Supplies,Paper,4,0.1,17.44,8.6934
Providence,East,RI,2908,Home Office,First Class,Office Supplies,Binders,4,0.1,49.93,24.7998
Providence,East,RI,2908,Home Office,First Class,Furniture,Chairs,5,0.1,872.72,245.275
Fresno,West,CA,93727,Consumer,Second Class,Office Supplies,Binders,6,0.3,239.52,78.7394
Seattle,West,WA,98103,Consumer,First Class,Furniture,Bookcases,3,0.1,142.36,40.7742
Lancaster,West,CA,93534,Home Office,Second Class,Office Supplies,Binders,3,0.3,33.424,12.5838
Lancaster,West,CA,93534,Home Office,Second Class,Office Supplies,Binders,5,0.3,67.536,24.523
Leominster,East,MA,1453,Corporate,Standard Class,Office Supplies,Binders,4,0.1,15.13,7.9485
Leominster,East,MA,1453,Corporate,Standard Class,Office Supplies,Storage,6,0.1,105.3,26.2014
Leominster,East,MA,1453,Corporate,Standard Class,Office Supplies,Binders,5,0.1,61.44,31.5454
Leominster,East,MA,1453,Corporate,Standard Class,Office Supplies,Paper,4,0.1,11.35,6.1719
Fort Worth,Central,TX,76106,Corporate,Standard Class,Office Supplies,Paper,3,0.3,9.792,4.3126
Fort Worth,Central,TX,76106,Corporate,Standard Class,Office Supplies,Art,2,0.3,9.728,1.8416
Rochester,Central,MN,55901,Consumer,Standard Class,Office Supplies,Binders,3,0.1,8.66,4.9076
Rochester,Central,MN,55901,Consumer,Standard Class,Furniture,Chairs,4,0.1,270.37,52.3197
Bozeman,West,MT,59715,Home Office,Standard Class,Office Supplies,Paper,4,0.1,29.44,14.9646
Bozeman,West,MT,59715,Home Office,Standard Class,Office Supplies,Labels,3,0.1,15.02,7.8968
Peoria,West,AZ,85345,Home Office,Standard Class,Office Supplies,Paper,4,0.3,12.352,5.358
Peoria,West,AZ,85345,Home Office,Standard Class,Office Supplies,Binders,8,0.8,4.936,-2.301
Peoria,West,AZ,85345,Home Office,Standard Class,Office Supplies,Binders,3,0.8,9.556,-5.0786
Peoria,West,AZ,85345,Home Office,Standard Class,Furniture,Furnishings,6,0.3,75.76,21.7494
San Diego,West,CA,92105,Corporate,Standard Class,Office Supplies,Binders,7,0.3,57.904,21.1518
Lakewood,East,OH,44107,Corporate,Standard Class,Office Supplies,Art,8,0.3,39.264,8.7982
Houston,Central,TX,77095,Corporate,Standard Class,Office Supplies,Paper,4,0.3,15.952,6.4686
Perth Amboy,East,NJ,8861,Corporate,Standard Class,Office Supplies,Appliances,3,0.1,163.04,46.5646
Perth Amboy,East,NJ,8861,Corporate,Standard Class,Technology,Phones,4,0.1,597.4,281.6154
Perth Amboy,East,NJ,8861,Corporate,Standard Class,Office Supplies,Paper,2,0.1,55.88,27.6558
Philadelphia,East,PA,19134,Consumer,First Class,Furniture,Furnishings,8,0.3,290.2,37.2504
Philadelphia,East,PA,19134,Consumer,First Class,Office Supplies,Binders,4,0.8,2.902,-0.9762
Philadelphia,East,PA,19134,Consumer,First Class,Office Supplies,Binders,5,0.8,6.88,-3.7266
Philadelphia,East,PA,19134,Consumer,First Class,Furniture,Chairs,9,0.4,341.888,-72.1506
Philadelphia,East,PA,19134,Consumer,First Class,Office Supplies,Art,6,0.3,11.52,1.8594
Philadelphia,East,PA,19134,Consumer,First Class,Furniture,Furnishings,7,0.3,25.744,4.5102
Richmond,Central,IN,47374,Consumer,Standard Class,Furniture,Furnishings,4,0.1,17.71,6.2184
Detroit,Central,MI,48227,Consumer,First Class,Technology,Accessories,6,0.1,200.35,65.0094
Detroit,Central,MI,48227,Consumer,First Class,Furniture,Chairs,8,0.1,1587.09,413.5648
Detroit,Central,MI,48227,Consumer,First Class,Technology,Accessories,2,0.1,85.39,31.6218
Detroit,Central,MI,48227,Consumer,First Class,Furniture,Tables,3,0.1,412.2,71.0314
Los Angeles,West,CA,90049,Corporate,Standard Class,Office Supplies,Fasteners,4,0.1,11.74,6.2418
Los Angeles,West,CA,90049,Corporate,Standard Class,Office Supplies,Storage,6,0.1,80.7,21.9034
Los Angeles,West,CA,90049,Corporate,Standard Class,Office Supplies,Binders,3,0.3,16.368,6.4146
Los Angeles,West,CA,90049,Corporate,Standard Class,Office Supplies,Paper,14,0.1,65.14,31.4532
Los Angeles,West,CA,90049,Corporate,Standard Class,Office Supplies,Binders,4,0.3,19.696,7.0554
Los Angeles,West,CA,90049,Corporate,Standard Class,Office Supplies,Storage,5,0.1,406.04,13.1946
Los Angeles,West,CA,90049,Corporate,Standard Class,Furniture,Chairs,4,0.3,146.752,-8.1216
Los Angeles,West,CA,90049,Corporate,Standard Class,Technology,Accessories,10,0.1,252.31,48.8883
Los Angeles,West,CA,90049,Corporate,Standard Class,Office Supplies,Art,4,0.1,12.79,4.7424
Pomona,West,CA,91767,Consumer,Standard Class,Technology,Accessories,5,0.1,200.36,71.0114
Pomona,West,CA,91767,Consumer,Standard Class,Furniture,Tables,4,0.3,711.232,-96.714
Philadelphia,East,PA,19134,Corporate,Second Class,Office Supplies,Binders,2,0.8,2.341,-0.2686
Ontario,West,CA,91761,Consumer,Standard Class,Furniture,Chairs,6,0.3,284.32,-45.1116
Seattle,West,WA,98105,Corporate,Standard Class,Office Supplies,Binders,3,0.3,7.712,3.5846
Brentwood,West,CA,94513,Home Office,Second Class,Technology,Accessories,4,0.1,60.37,14.8185
Brentwood,West,CA,94513,Home Office,Second Class,Technology,Phones,8,0.3,761.944,67.6605
San Francisco,West,CA,94122,Consumer,Standard Class,Furniture,Furnishings,4,0.1,58.6,29.5434
Baltimore,East,MD,21215,Consumer,First Class,Office Supplies,Paper,6,0.1,40.3,20.9754
Baltimore,East,MD,21215,Consumer,First Class,Office Supplies,Appliances,8,0.1,91.26,27.3748
Baltimore,East,MD,21215,Consumer,First Class,Office Supplies,Paper,6,0.1,95.25,46.5534
Phoenix,West,AZ,85023,Consumer,Standard Class,Office Supplies,Paper,8,0.3,106.632,38.2066
Phoenix,West,AZ,85023,Consumer,Standard Class,Technology,Phones,3,0.3,112.384,12.2238
Phoenix,West,AZ,85023,Consumer,Standard Class,Furniture,Furnishings,3,0.3,8.112,2.7606
Los Angeles,West,CA,90008,Consumer,Standard Class,Office Supplies,Paper,7,0.1,37.84,17.8734
Houston,Central,TX,77036,Home Office,Standard Class,Office Supplies,Labels,3,0.3,24.08,9.9054
New York City,East,NY,10009,Consumer,Standard Class,Office Supplies,Labels,5,0.1,122.52,57.2006
New York City,East,NY,10009,Consumer,Standard Class,Office Supplies,Labels,6,0.1,18.85,9.6969
New York City,East,NY,10009,Consumer,Standard Class,Office Supplies,Storage,6,0.1,325.3,40.0134
New York City,East,NY,10009,Consumer,Standard Class,Office Supplies,Paper,4,0.1,147.13,69.9885
New York City,East,NY,10009,Consumer,Standard Class,Office Supplies,Fasteners,3,0.1,4.36,2.4906
Rancho Cucamonga,West,CA,91730,Corporate,Standard Class,Office Supplies,Labels,3,0.1,6.16,3.675
Wilmington,East,DE,19805,Consumer,Standard Class,Office Supplies,Binders,4,0.1,26.95,14.0349
Wilmington,East,DE,19805,Consumer,Standard Class,Furniture,Tables,4,0.4,310.843,-47.7585
Moorhead,Central,MN,56560,Home Office,Standard Class,Furniture,Chairs,6,0.1,480.3,82.6084
Farmington,West,NM,87401,Consumer,Second Class,Office Supplies,Supplies,2,0.1,13.28,1.4118
Wilmington,South,NC,28403,Consumer,Standard Class,Office Supplies,Art,6,0.3,13.52,2.5014
Jackson,South,MS,39212,Home Office,Standard Class,Office Supplies,Binders,9,0.1,512.24,241.5902
Jackson,South,MS,39212,Home Office,Standard Class,Office Supplies,Art,5,0.1,92.36,26.7742
Jackson,South,MS,39212,Home Office,Standard Class,Office Supplies,Art,4,0.1,8.74,3.1938
Portland,West,OR,97206,Consumer,Standard Class,Office Supplies,Storage,4,0.3,38.08,3.3804
Portland,West,OR,97206,Consumer,Standard Class,Technology,Accessories,8,0.3,280.344,81.5093
Denver,West,CO,80219,Consumer,Standard Class,Office Supplies,Storage,4,0.3,636.808,-14.8848
Denver,West,CO,80219,Consumer,Standard Class,Office Supplies,Art,5,0.3,83.568,10.3818
Tucson,West,AZ,85705,Home Office,Same Day,Furniture,Chairs,5,0.3,259.536,-24.8882
New York City,East,NY,10009,Corporate,Second Class,Office Supplies,Paper,5,0.1,222.32,107.547
New York City,East,NY,10009,Corporate,Second Class,Technology,Accessories,3,0.1,26.4,12.7254
Boynton Beach,South,FL,33437,Consumer,Standard Class,Office Supplies,Paper,4,0.3,15.952,6.4686
Mesquite,Central,TX,75150,Corporate,Same Day,Office Supplies,Binders,2,0.9,1.276,-0.3762
Redlands,West,CA,92374,Consumer,Same Day,Office Supplies,Paper,2,0.1,20.38,10.416
Redlands,West,CA,92374,Consumer,Same Day,Office Supplies,Binders,4,0.3,398.752,125.5104
Redlands,West,CA,92374,Consumer,Same Day,Office Supplies,Art,4,0.1,5.44,2.2854
Redlands,West,CA,92374,Consumer,Same Day,Office Supplies,Fasteners,6,0.1,17.85,9.0524
Redlands,West,CA,92374,Consumer,Same Day,Furniture,Chairs,5,0.3,323.536,21.2214
Redlands,West,CA,92374,Consumer,Same Day,Office Supplies,Supplies,4,0.1,30.1,9.0444
Redlands,West,CA,92374,Consumer,Same Day,Technology,Phones,5,0.3,1296.24,146.8074
Redlands,West,CA,92374,Consumer,Same Day,Office Supplies,Storage,3,0.1,47.24,13.6722
Redlands,West,CA,92374,Consumer,Same Day,Furniture,Bookcases,2,0.25,426.233,21.0646
Rochester,East,NY,14609,Consumer,Second Class,Furniture,Tables,2,0.5,210.07,-12.9526
Stockton,West,CA,95207,Consumer,Standard Class,Office Supplies,Paper,8,0.1,160.28,74.5702
Seattle,West,WA,98105,Corporate,First Class,Office Supplies,Paper,2,0.1,5.68,3.4014
Seattle,West,WA,98105,Corporate,First Class,Office Supplies,Binders,6,0.3,896.32,303.3984
Ormond Beach,South,FL,32174,Consumer,Standard Class,Office Supplies,Binders,4,0.8,3.208,-0.9402
Sunnyvale,West,CA,94086,Corporate,First Class,Furniture,Chairs,4,0.3,216.376,-1.6743
Lansing,Central,MI,48911,Home Office,Second Class,Furniture,Bookcases,3,0.1,242.36,42.1586
Lansing,Central,MI,48911,Home Office,Second Class,Office Supplies,Labels,10,0.1,28.12,14.331
Philadelphia,East,PA,19143,Home Office,Standard Class,Office Supplies,Envelopes,6,0.3,105.08,36.3549
Philadelphia,East,PA,19143,Home Office,Standard Class,Technology,Phones,8,0.5,63.358,10.4691
Philadelphia,East,PA,19143,Consumer,Standard Class,Technology,Accessories,4,0.3,86.776,2.1051
Philadelphia,East,PA,19134,Home Office,Standard Class,Furniture,Furnishings,4,0.3,65.344,7.5198
Philadelphia,East,PA,19134,Home Office,Standard Class,Office Supplies,Paper,5,0.3,21.136,8.283
Dover,East,NH,3820,Corporate,Second Class,Office Supplies,Appliances,5,0.1,33.68,10.3438
Dover,East,NH,3820,Corporate,Second Class,Office Supplies,Art,10,0.1,38.92,12.9666
Dover,East,NH,3820,Corporate,Second Class,Furniture,Furnishings,8,0.1,140.26,61.1652
New York City,East,NY,10011,Consumer,Standard Class,Office Supplies,Paper,4,0.1,20.05,10.0644
Philadelphia,East,PA,19134,Consumer,Standard Class,Office Supplies,Binders,4,0.8,153.391,-121.3674
Philadelphia,East,PA,19134,Consumer,Standard Class,Office Supplies,Fasteners,8,0.3,10.984,-1.356
Philadelphia,East,PA,19134,Consumer,Standard Class,Technology,Phones,5,0.5,95.32,16.8454
Grand Prairie,Central,TX,75051,Consumer,Standard Class,Furniture,Furnishings,6,0.7,15.16,-10.4136
Grand Prairie,Central,TX,75051,Consumer,Standard Class,Office Supplies,Binders,5,0.9,4.056,-4.8242
New York City,East,NY,10009,Consumer,Same Day,Office Supplies,Paper,4,0.1,147.22,74.4354
Long Beach,East,NY,11561,Corporate,Standard Class,Office Supplies,Binders,10,0.3,149.944,51.4965
Long Beach,East,NY,11561,Corporate,Standard Class,Office Supplies,Supplies,3,0.1,17.54,5.4818
Long Beach,East,NY,11561,Corporate,Standard Class,Furniture,Tables,4,0.5,992.164,-346.092
Philadelphia,East,PA,19140,Corporate,Standard Class,Office Supplies,Paper,7,0.3,30.88,10.9314
Philadelphia,East,PA,19140,Corporate,Standard Class,Technology,Phones,3,0.5,24.388,-3.7722
Philadelphia,East,PA,19140,Corporate,Standard Class,Office Supplies,Fasteners,8,0.3,17.088,6.449
York,East,PA,17403,Corporate,Standard Class,Furniture,Chairs,4,0.4,422.458,-17.0628
York,East,PA,17403,Corporate,Standard Class,Office Supplies,Binders,5,0.8,38.488,-26.9058
York,East,PA,17403,Corporate,Standard Class,Office Supplies,Storage,7,0.3,254.752,-49.845
Concord,West,CA,94521,Consumer,Standard Class,Furniture,Furnishings,2,0.1,43.71,5.3564
New York City,East,NY,10035,Consumer,Standard Class,Technology,Phones,6,0.1,85.35,23.1124
College Station,Central,TX,77840,Consumer,Standard Class,Furniture,Chairs,4,0.4,233.458,-52.245
Saint Louis,Central,MO,63116,Consumer,Second Class,Technology,Accessories,8,0.1,112.19,44.6235
Quincy,East,MA,2169,Consumer,Standard Class,Office Supplies,Paper,4,0.1,15.34,8.0472
New York City,East,NY,10009,Corporate,Standard Class,Office Supplies,Binders,3,0.3,14.56,6.1584
Dallas,Central,TX,75081,Home Office,Standard Class,Furniture,Furnishings,4,0.7,23.008,-9.1482
Los Angeles,West,CA,90032,Consumer,Second Class,Office Supplies,Fasteners,7,0.1,21.88,11.7654
Minneapolis,Central,MN,55407,Consumer,First Class,Office Supplies,Storage,4,0.1,502.21,1.0254
Minneapolis,Central,MN,55407,Consumer,First Class,Office Supplies,Storage,4,0.1,162.34,10.7418
Deltona,South,FL,32725,Home Office,Standard Class,Office Supplies,Art,5,0.3,18.256,3.0342
Chicago,Central,IL,60610,Consumer,Standard Class,Office Supplies,Binders,4,0.9,9.208,-13.9482
Cincinnati,East,OH,45231,Consumer,Same Day,Furniture,Furnishings,2,0.3,79.784,30.7944
Oakland,West,CA,94601,Home Office,Standard Class,Office Supplies,Art,2,0.1,34.98,11.0536
Manteca,West,CA,95336,Home Office,Standard Class,Office Supplies,Paper,4,0.1,314.95,152.0094
Laredo,Central,TX,78041,Consumer,Standard Class,Technology,Accessories,4,0.3,192.376,25.0224
Laredo,Central,TX,78041,Consumer,Standard Class,Office Supplies,Paper,3,0.3,8.688,4.0298
Laredo,Central,TX,78041,Consumer,Standard Class,Furniture,Furnishings,6,0.7,140.32,-149.3886
Laredo,Central,TX,78041,Consumer,Standard Class,Office Supplies,Art,2,0.3,16.272,2.2158
Laredo,Central,TX,78041,Consumer,Standard Class,Office Supplies,Binders,8,0.9,6.686,-9.9751
Kent,East,OH,44240,Consumer,Second Class,Office Supplies,Art,4,0.3,14.416,2.7774
Kent,East,OH,44240,Consumer,Second Class,Technology,Accessories,4,0.3,72.376,-7.9716
Kent,East,OH,44240,Consumer,Second Class,Technology,Phones,4,0.5,108.382,-25.9701
San Angelo,Central,TX,76903,Corporate,Standard Class,Furniture,Chairs,3,0.4,305.712,-7.6978
San Francisco,West,CA,94122,Consumer,First Class,Office Supplies,Binders,4,0.3,20.152,7.9386
Houston,Central,TX,77070,Home Office,Standard Class,Office Supplies,Binders,4,0.9,9.664,-12.8706
Houston,Central,TX,77041,Corporate,Second Class,Office Supplies,Storage,5,0.3,62.192,7.2046
Salt Lake City,West,UT,84106,Home Office,Standard Class,Office Supplies,Paper,3,0.1,46.08,22.0382
Salt Lake City,West,UT,84106,Home Office,Standard Class,Office Supplies,Paper,10,0.1,60.52,29.883
Salt Lake City,West,UT,84106,Home Office,Standard Class,Office Supplies,Binders,6,0.3,42.12,14.0629
Salt Lake City,West,UT,84106,Home Office,Standard Class,Office Supplies,Paper,9,0.1,72,33.9614
New York City,East,NY,10009,Consumer,Standard Class,Office Supplies,Binders,8,0.3,85.632,31.922
New York City,East,NY,10009,Consumer,Standard Class,Office Supplies,Labels,4,0.1,44.8,23.2254
New York City,East,NY,10009,Consumer,Standard Class,Furniture,Chairs,5,0.2,443.164,60.0606
New York City,East,NY,10009,Consumer,Standard Class,Technology,Machines,6,0.1,4000.35,1161.0109
New York City,East,NY,10009,Consumer,Standard Class,Technology,Accessories,6,0.1,200.35,23.0199
New York City,East,NY,10009,Consumer,Standard Class,Furniture,Furnishings,9,0.1,64.08,29.0446
Salinas,West,CA,93905,Corporate,Second Class,Office Supplies,Binders,3,0.3,55.296,19.5528
Huntsville,South,AL,35810,Consumer,Same Day,Technology,Accessories,3,0.1,29.4,8.2754
Columbus,Central,IN,47201,Consumer,Standard Class,Office Supplies,Envelopes,7,0.1,70.48,36.0654
Columbus,Central,IN,47201,Consumer,Standard Class,Furniture,Furnishings,3,0.1,121.7,26.4984
Columbus,Central,IN,47201,Consumer,Standard Class,Technology,Phones,10,0.1,1454.89,379.1928
Los Angeles,West,CA,90049,Consumer,Standard Class,Office Supplies,Appliances,4,0.1,61.21,18.0522
Seattle,West,WA,98105,Consumer,Standard Class,Office Supplies,Binders,4,0.3,153.952,52.8492
Seattle,West,WA,98105,Consumer,Standard Class,Office Supplies,Appliances,4,0.1,65.74,23.8944
Seattle,West,WA,98105,Consumer,Standard Class,Office Supplies,Paper,5,0.1,124.32,56.7894
Seattle,West,WA,98105,Consumer,Standard Class,Office Supplies,Appliances,4,0.1,35.5,13.3104
Seattle,West,WA,98105,Consumer,Standard Class,Technology,Accessories,6,0.1,45.15,9.5279
Knoxville,South,TN,37918,Consumer,Standard Class,Office Supplies,Art,3,0.3,5.104,1.437
Montgomery,South,AL,36116,Consumer,Standard Class,Office Supplies,Art,4,0.1,15.07,4.9863
Philadelphia,East,PA,19120,Consumer,Standard Class,Office Supplies,Paper,4,0.3,15.952,6.4686
Philadelphia,East,PA,19120,Consumer,Standard Class,Office Supplies,Paper,2,0.3,5.632,2.7258
Little Rock,South,AR,72209,Consumer,Standard Class,Furniture,Furnishings,7,0.1,22.6,10.1274
Little Rock,South,AR,72209,Consumer,Standard Class,Technology,Phones,8,0.1,882.33,230.3272
Seattle,West,WA,98103,Home Office,Standard Class,Office Supplies,Binders,3,0.3,6.496,3.159
Seattle,West,WA,98103,Home Office,Standard Class,Furniture,Furnishings,4,0.1,192.22,75.8352
Lancaster,East,PA,17602,Consumer,Standard Class,Furniture,Furnishings,2,0.3,20.504,2.7845
Bristol,South,TN,37620,Home Office,Second Class,Office Supplies,Art,4,0.3,67.96,9.4704
Aurora,Central,IL,60505,Home Office,Standard Class,Office Supplies,Binders,8,0.9,30.332,-45.3692
Aurora,Central,IL,60505,Home Office,Standard Class,Technology,Phones,5,0.3,38.672,4.8526
New York City,East,NY,10009,Home Office,Standard Class,Office Supplies,Art,5,0.1,16.92,8.6246
Fairfield,East,CT,6824,Consumer,Second Class,Technology,Phones,8,0.1,833.33,234.2458
Fairfield,East,CT,6824,Consumer,Second Class,Office Supplies,Binders,11,0.1,44.2,22.0494
Lincoln Park,Central,MI,48146,Corporate,First Class,Office Supplies,Appliances,7,0.2,167.692,30.7662
New York City,East,NY,10035,Consumer,Standard Class,Furniture,Furnishings,2,0.1,27.82,12.2676
San Jose,West,CA,95123,Consumer,First Class,Office Supplies,Binders,2,0.3,1.84,1.5294
San Jose,West,CA,95123,Consumer,First Class,Office Supplies,Binders,14,0.3,62.176,21.8748
San Jose,West,CA,95123,Consumer,First Class,Office Supplies,Appliances,3,0.1,242.36,61.5154
San Jose,West,CA,95123,Consumer,First Class,Furniture,Chairs,5,0.3,109.008,10.5286
Jacksonville,South,FL,32216,Corporate,Standard Class,Office Supplies,Art,3,0.3,3.216,2.011
San Francisco,West,CA,94110,Corporate,Standard Class,Office Supplies,Binders,5,0.3,10.384,4.6446
San Francisco,West,CA,94110,Corporate,Standard Class,Office Supplies,Storage,2,0.1,15.38,5.2198
San Francisco,West,CA,94110,Corporate,Standard Class,Technology,Phones,5,0.3,1146,101.2654
Marion,East,OH,43302,Consumer,Same Day,Technology,Phones,3,0.5,486.34,-88.0636
Marion,East,OH,43302,Consumer,Same Day,Office Supplies,Art,9,0.3,37.776,5.6974
Marion,East,OH,43302,Consumer,Same Day,Furniture,Chairs,2,0.4,71.086,-23.2098
Philadelphia,East,PA,19134,Corporate,Standard Class,Office Supplies,Paper,4,0.3,55.216,18.8406
Littleton,West,CO,80122,Consumer,Second Class,Furniture,Bookcases,2,0.8,72.694,-97.7764
Austin,Central,TX,78745,Corporate,Standard Class,Office Supplies,Fasteners,3,0.3,3.296,1.496
Austin,Central,TX,78745,Corporate,Standard Class,Technology,Phones,2,0.3,125.192,16.6244
New York City,East,NY,10024,Consumer,Standard Class,Furniture,Tables,2,0.5,330.988,-114.6804
San Francisco,West,CA,94122,Consumer,Standard Class,Office Supplies,Binders,3,0.3,673.968,253.6134
San Francisco,West,CA,94122,Consumer,Standard Class,Office Supplies,Appliances,3,0.1,53.38,15.8598
La Porte,Central,IN,46350,Consumer,Standard Class,Furniture,Furnishings,6,0.1,526.85,32.6124
Chicago,Central,IL,60610,Consumer,Standard Class,Office Supplies,Storage,6,0.3,229.32,15.3329
Portland,West,OR,97206,Consumer,Second Class,Technology,Phones,5,0.3,320.368,37.0218
Burlington,East,VT,5408,Corporate,Standard Class,Technology,Accessories,8,0.1,205.43,68.6853
Indianapolis,Central,IN,46203,Consumer,Second Class,Office Supplies,Storage,3,0.1,191.26,12.477
Indianapolis,Central,IN,46203,Consumer,Second Class,Office Supplies,Art,9,0.1,24.72,9.2942
Provo,West,UT,84604,Home Office,Standard Class,Office Supplies,Supplies,6,0.1,44.8,13.4574
Chicago,Central,IL,60610,Home Office,Standard Class,Furniture,Furnishings,3,0.7,44.8,-51.1446
Los Angeles,West,CA,90049,Consumer,Second Class,Office Supplies,Binders,2,0.3,1017.192,382.3224
Los Angeles,West,CA,90049,Consumer,Second Class,Office Supplies,Binders,8,0.3,38.536,14.373
Philadelphia,East,PA,19134,Consumer,Standard Class,Technology,Phones,4,0.5,495.382,-114.4704
Pasadena,West,CA,91104,Home Office,Standard Class,Office Supplies,Storage,3,0.1,56.96,16.2966
Pasadena,West,CA,91104,Home Office,Standard Class,Office Supplies,Art,3,0.1,5.96,2.471
Pasadena,West,CA,91104,Home Office,Standard Class,Office Supplies,Fasteners,3,0.1,9.42,4.5432
Pasadena,West,CA,91104,Home Office,Standard Class,Office Supplies,Appliances,2,0.1,9.02,3.2666
Pasadena,West,CA,91104,Home Office,Standard Class,Technology,Phones,4,0.3,660.376,50.5236
Los Angeles,West,CA,90004,Consumer,Second Class,Office Supplies,Paper,3,0.1,13.76,7.4382
Los Angeles,West,CA,90004,Consumer,Second Class,Office Supplies,Binders,6,0.3,42.12,14.0629
Los Angeles,West,CA,90004,Consumer,Second Class,Office Supplies,Binders,6,0.3,11.92,5.2014
Los Angeles,West,CA,90004,Consumer,Second Class,Office Supplies,Appliances,7,0.1,541.84,158.043
Los Angeles,West,CA,90004,Consumer,Second Class,Office Supplies,Paper,4,0.1,19.84,10.3566
San Diego,West,CA,92105,Home Office,Second Class,Office Supplies,Paper,4,0.1,144.1,70.0014
San Francisco,West,CA,94110,Corporate,First Class,Office Supplies,Appliances,4,0.1,43.66,15.3012
San Francisco,West,CA,94110,Corporate,First Class,Office Supplies,Appliances,3,0.1,43.96,16.2714
Bangor,East,ME,4401,Corporate,Standard Class,Technology,Phones,4,0.1,438.25,132.3804
Bangor,East,ME,4401,Corporate,Standard Class,Furniture,Furnishings,3,0.1,109.88,34.9642
San Francisco,West,CA,94122,Consumer,First Class,Furniture,Chairs,8,0.3,1213.36,91.9974
